id,split,sample_id,qa_index,speaker_a,speaker_b,question,text,locomo_category,question_type,target_speaker
conv-49_qa_51,train,conv-49,51,Evan,Sam,What kind of hobbies does Evan pursue?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of hobbies does Evan pursue?",1,single_hop,speaker_a
conv-49_qa_52,train,conv-49,52,Evan,Sam,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?","Speaker A: Evan
Speaker B: Sam
Question: What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?",3,multi_hop,speaker_b
conv-49_qa_53,train,conv-49,53,Evan,Sam,Which activity do Evan and Sam plan on doing together during September 2023?,"Speaker A: Evan
Speaker B: Sam
Question: Which activity do Evan and Sam plan on doing together during September 2023?",2,temporal,both
conv-49_qa_54,train,conv-49,54,Evan,Sam,When did Evan and Sam decide to paint together?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan and Sam decide to paint together?",2,temporal,both
conv-49_qa_55,train,conv-49,55,Evan,Sam,What personal health incidents does Evan face in 2023?,"Speaker A: Evan
Speaker B: Sam
Question: What personal health incidents does Evan face in 2023?",1,single_hop,speaker_a
conv-49_qa_56,train,conv-49,56,Evan,Sam,What recurring adventure does Evan have with strangers?,"Speaker A: Evan
Speaker B: Sam
Question: What recurring adventure does Evan have with strangers?",1,single_hop,speaker_a
conv-49_qa_57,train,conv-49,57,Evan,Sam,What is Sam's persistent problem with his phone?,"Speaker A: Evan
Speaker B: Sam
Question: What is Sam's persistent problem with his phone?",1,single_hop,speaker_b
conv-49_qa_58,train,conv-49,58,Evan,Sam,Which US state was Sam travelling in during October 2023?,"Speaker A: Evan
Speaker B: Sam
Question: Which US state was Sam travelling in during October 2023?",3,multi_hop,speaker_b
conv-49_qa_59,train,conv-49,59,Evan,Sam,When did Evan start lifting weights?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan start lifting weights?",2,temporal,speaker_a
conv-49_qa_60,train,conv-49,60,Evan,Sam,When did Sam and his friend decide to try kayaking?,"Speaker A: Evan
Speaker B: Sam
Question: When did Sam and his friend decide to try kayaking?",2,temporal,speaker_b
conv-49_qa_61,train,conv-49,61,Evan,Sam,Which new activity does Sam take up in October 2023?,"Speaker A: Evan
Speaker B: Sam
Question: Which new activity does Sam take up in October 2023?",2,temporal,speaker_b
conv-49_qa_62,train,conv-49,62,Evan,Sam,What kind of stress was Sam dealing with in October 2023?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of stress was Sam dealing with in October 2023?",2,temporal,speaker_b
conv-49_qa_63,train,conv-49,63,Evan,Sam,What health scares did Sam and Evan experience?,"Speaker A: Evan
Speaker B: Sam
Question: What health scares did Sam and Evan experience?",1,single_hop,both
conv-49_qa_64,train,conv-49,64,Evan,Sam,When was Sam in the ER?,"Speaker A: Evan
Speaker B: Sam
Question: When was Sam in the ER?",2,temporal,speaker_b
conv-49_qa_65,train,conv-49,65,Evan,Sam,Which ailment does Sam have to face due to his weight?,"Speaker A: Evan
Speaker B: Sam
Question: Which ailment does Sam have to face due to his weight?",1,single_hop,speaker_b
conv-49_qa_66,train,conv-49,66,Evan,Sam,Does Evan live close to a beach or mountains?,"Speaker A: Evan
Speaker B: Sam
Question: Does Evan live close to a beach or mountains?",3,multi_hop,speaker_a
conv-49_qa_67,train,conv-49,67,Evan,Sam,When did Evan lose his job?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan lose his job?",2,temporal,speaker_a
conv-49_qa_68,train,conv-49,68,Evan,Sam,When did Evan and Sam planned a trip to the beach together?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan and Sam planned a trip to the beach together?",2,temporal,both
conv-49_qa_69,train,conv-49,69,Evan,Sam,"What was Sam doing on December 4, 2023?","Speaker A: Evan
Speaker B: Sam
Question: What was Sam doing on December 4, 2023?",2,temporal,speaker_b
conv-49_qa_70,train,conv-49,70,Evan,Sam,Which two significant life events occur in Evan's life in December 2023 with his partner?,"Speaker A: Evan
Speaker B: Sam
Question: Which two significant life events occur in Evan's life in December 2023 with his partner?",1,single_hop,speaker_a
conv-49_qa_71,train,conv-49,71,Evan,Sam,How long did Evan and his partner date before getting married?,"Speaker A: Evan
Speaker B: Sam
Question: How long did Evan and his partner date before getting married?",2,temporal,speaker_a
conv-49_qa_72,train,conv-49,72,Evan,Sam,Which major holiday season conincides with Evan's wedding?,"Speaker A: Evan
Speaker B: Sam
Question: Which major holiday season conincides with Evan's wedding?",3,multi_hop,speaker_a
conv-49_qa_73,train,conv-49,73,Evan,Sam,Which activity did Sam resume in December 2023 after a long time?,"Speaker A: Evan
Speaker B: Sam
Question: Which activity did Sam resume in December 2023 after a long time?",1,single_hop,speaker_b
conv-49_qa_74,train,conv-49,74,Evan,Sam,When is Evan planning a big family reunion?,"Speaker A: Evan
Speaker B: Sam
Question: When is Evan planning a big family reunion?",2,temporal,speaker_a
conv-49_qa_75,train,conv-49,75,Evan,Sam,When did Evan's son fall off his bike?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan's son fall off his bike?",2,temporal,speaker_a
conv-49_qa_76,train,conv-49,76,Evan,Sam,When did Evan announce his marriage to his extended family?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan announce his marriage to his extended family?",2,temporal,speaker_a
conv-49_qa_77,train,conv-49,77,Evan,Sam,When did Evan finish the painting that's hanging in the exhibit?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan finish the painting that's hanging in the exhibit?",2,temporal,speaker_a
conv-49_qa_78,train,conv-49,78,Evan,Sam,How does Evan spend his time with his bride after the wedding?,"Speaker A: Evan
Speaker B: Sam
Question: How does Evan spend his time with his bride after the wedding?",1,single_hop,speaker_a
conv-49_qa_79,train,conv-49,79,Evan,Sam,Who did Evan tell about his marriage?,"Speaker A: Evan
Speaker B: Sam
Question: Who did Evan tell about his marriage?",1,single_hop,speaker_a
conv-49_qa_80,train,conv-49,80,Evan,Sam,When will Evan and his partner have their honeymoon in Canada?,"Speaker A: Evan
Speaker B: Sam
Question: When will Evan and his partner have their honeymoon in Canada?",2,temporal,speaker_a
conv-49_qa_81,train,conv-49,81,Evan,Sam,When did Evan have a drunken night with his friends?,"Speaker A: Evan
Speaker B: Sam
Question: When did Evan have a drunken night with his friends?",2,temporal,speaker_a
conv-49_qa_82,train,conv-49,82,Evan,Sam,What is a stress reliever for Evan?,"Speaker A: Evan
Speaker B: Sam
Question: What is a stress reliever for Evan?",1,single_hop,speaker_a
conv-49_qa_83,train,conv-49,83,Evan,Sam,What is a stress reliever for Sam?,"Speaker A: Evan
Speaker B: Sam
Question: What is a stress reliever for Sam?",1,single_hop,speaker_b
conv-49_qa_84,train,conv-49,84,Evan,Sam,What type of car did Evan get after his old Prius broke down?,"Speaker A: Evan
Speaker B: Sam
Question: What type of car did Evan get after his old Prius broke down?",4,fallback_ambiguous,speaker_a
conv-49_qa_85,train,conv-49,85,Evan,Sam,How did Evan get into watercolor painting?,"Speaker A: Evan
Speaker B: Sam
Question: How did Evan get into watercolor painting?",4,fallback_ambiguous,speaker_a
conv-49_qa_86,train,conv-49,86,Evan,Sam,What did Evan start doing a few years back as a stress-buster?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan start doing a few years back as a stress-buster?",4,fallback_ambiguous,speaker_a
conv-49_qa_87,train,conv-49,87,Evan,Sam,What advice did Evan give Sam about finding a passion?,"Speaker A: Evan
Speaker B: Sam
Question: What advice did Evan give Sam about finding a passion?",4,fallback_ambiguous,both
conv-49_qa_88,train,conv-49,88,Evan,Sam,"Where did Evan take his family for a road trip on 24 May, 2023?","Speaker A: Evan
Speaker B: Sam
Question: Where did Evan take his family for a road trip on 24 May, 2023?",4,fallback_ambiguous,speaker_a
conv-49_qa_89,train,conv-49,89,Evan,Sam,What did Evan find relaxing about his road trip to Jasper?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan find relaxing about his road trip to Jasper?",4,fallback_ambiguous,speaker_a
conv-49_qa_90,train,conv-49,90,Evan,Sam,What habit is Sam trying to change in terms of diet?,"Speaker A: Evan
Speaker B: Sam
Question: What habit is Sam trying to change in terms of diet?",4,fallback_ambiguous,speaker_b
conv-49_qa_91,train,conv-49,91,Evan,Sam,What new suggestion did Evan give to Sam regarding his soda and candy consumption?,"Speaker A: Evan
Speaker B: Sam
Question: What new suggestion did Evan give to Sam regarding his soda and candy consumption?",4,fallback_ambiguous,both
conv-49_qa_92,train,conv-49,92,Evan,Sam,What did Sam agree to try instead of soda and candy?,"Speaker A: Evan
Speaker B: Sam
Question: What did Sam agree to try instead of soda and candy?",4,fallback_ambiguous,speaker_b
conv-49_qa_93,train,conv-49,93,Evan,Sam,What frustrating issue did Sam face at the supermarket?,"Speaker A: Evan
Speaker B: Sam
Question: What frustrating issue did Sam face at the supermarket?",4,fallback_ambiguous,speaker_b
conv-49_qa_94,train,conv-49,94,Evan,Sam,What novel is Evan reading that he finds gripping?,"Speaker A: Evan
Speaker B: Sam
Question: What novel is Evan reading that he finds gripping?",4,fallback_ambiguous,speaker_a
conv-49_qa_95,train,conv-49,95,Evan,Sam,What kind of water does Evan suggest Sam try as an alternative to soda?,"Speaker A: Evan
Speaker B: Sam
Question: What kind of water does Evan suggest Sam try as an alternative to soda?",4,fallback_ambiguous,both
conv-49_qa_96,train,conv-49,96,Evan,Sam,What does the smartwatch help Evan with?,"Speaker A: Evan
Speaker B: Sam
Question: What does the smartwatch help Evan with?",4,fallback_ambiguous,speaker_a
conv-49_qa_97,train,conv-49,97,Evan,Sam,What does the bonsai tree symbolize for Evan?,"Speaker A: Evan
Speaker B: Sam
Question: What does the bonsai tree symbolize for Evan?",4,fallback_ambiguous,speaker_a
conv-49_qa_98,train,conv-49,98,Evan,Sam,Why did Evan decide to get the bonsai tree?,"Speaker A: Evan
Speaker B: Sam
Question: Why did Evan decide to get the bonsai tree?",4,fallback_ambiguous,speaker_a
conv-49_qa_99,train,conv-49,99,Evan,Sam,"According to Sam, what is more important than perfection?","Speaker A: Evan
Speaker B: Sam
Question: According to Sam, what is more important than perfection?",4,fallback_ambiguous,speaker_b
conv-49_qa_100,train,conv-49,100,Evan,Sam,What did Evan suggest Sam to check out for insights into his dream?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan suggest Sam to check out for insights into his dream?",4,fallback_ambiguous,both
conv-49_qa_101,train,conv-49,101,Evan,Sam,What did Evan mention he had been searching for fruitlessly for half an hour?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan mention he had been searching for fruitlessly for half an hour?",4,fallback_ambiguous,speaker_a
conv-49_qa_102,train,conv-49,102,Evan,Sam,What class is Sam taking to learn how to make healthier meals?,"Speaker A: Evan
Speaker B: Sam
Question: What class is Sam taking to learn how to make healthier meals?",4,fallback_ambiguous,speaker_b
conv-49_qa_103,train,conv-49,103,Evan,Sam,"What dish did Sam make on 18 August, 2023 that turned out flavorful?","Speaker A: Evan
Speaker B: Sam
Question: What dish did Sam make on 18 August, 2023 that turned out flavorful?",4,fallback_ambiguous,speaker_b
conv-49_qa_104,train,conv-49,104,Evan,Sam,"What kind of recipe did Evan request from Sam on 19 August, 2023?","Speaker A: Evan
Speaker B: Sam
Question: What kind of recipe did Evan request from Sam on 19 August, 2023?",4,fallback_ambiguous,both
conv-49_qa_105,train,conv-49,105,Evan,Sam,"What food did Sam share a photo of on 19 August, 2023?","Speaker A: Evan
Speaker B: Sam
Question: What food did Sam share a photo of on 19 August, 2023?",4,fallback_ambiguous,speaker_b
conv-49_qa_106,train,conv-49,106,Evan,Sam,What type of painting classes did Evan start taking in 2023?,"Speaker A: Evan
Speaker B: Sam
Question: What type of painting classes did Evan start taking in 2023?",4,fallback_ambiguous,speaker_a
conv-49_qa_107,train,conv-49,107,Evan,Sam,What did Evan start painting years ago due to being inspired by a friend's gift?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan start painting years ago due to being inspired by a friend's gift?",4,fallback_ambiguous,speaker_a
conv-49_qa_108,train,conv-49,108,Evan,Sam,What nature concept do watercolor painting classes emphasize according to Evan?,"Speaker A: Evan
Speaker B: Sam
Question: What nature concept do watercolor painting classes emphasize according to Evan?",4,fallback_ambiguous,speaker_a
conv-49_qa_109,train,conv-49,109,Evan,Sam,What type of landscapes does Evan love painting the most?,"Speaker A: Evan
Speaker B: Sam
Question: What type of landscapes does Evan love painting the most?",4,fallback_ambiguous,speaker_a
conv-49_qa_110,train,conv-49,110,Evan,Sam,What fun activity did Evan mention doing in July 2023?,"Speaker A: Evan
Speaker B: Sam
Question: What fun activity did Evan mention doing in July 2023?",4,fallback_ambiguous,speaker_a
conv-49_qa_111,train,conv-49,111,Evan,Sam,What injury did Evan suffer from in August 2023?,"Speaker A: Evan
Speaker B: Sam
Question: What injury did Evan suffer from in August 2023?",4,fallback_ambiguous,speaker_a
conv-49_qa_112,train,conv-49,112,Evan,Sam,What sports activity has Evan been doing to stay active while dealing with the knee injury?,"Speaker A: Evan
Speaker B: Sam
Question: What sports activity has Evan been doing to stay active while dealing with the knee injury?",4,fallback_ambiguous,speaker_a
conv-49_qa_113,train,conv-49,113,Evan,Sam,What suggestion did Sam give to Evan to help with his knee issue?,"Speaker A: Evan
Speaker B: Sam
Question: What suggestion did Sam give to Evan to help with his knee issue?",4,fallback_ambiguous,both
conv-49_qa_114,train,conv-49,114,Evan,Sam,What did Evan suggest Sam try as a calming hobby?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan suggest Sam try as a calming hobby?",4,fallback_ambiguous,both
conv-49_qa_115,train,conv-49,115,Evan,Sam,What did Evan recommend Sam acquire to get started with painting?,"Speaker A: Evan
Speaker B: Sam
Question: What did Evan recommend Sam acquire to get started with painting?",4,fallback_ambiguous,both
conv-49_qa_116,train,conv-49,116,Evan,Sam,What activity does Evan do to keep himself busy while healing his knee?,"Speaker A: Evan
Speaker B: Sam
Question: What activity does Evan do to keep himself busy while healing his knee?",4,fallback_ambiguous,speaker_a
